project,sha,module,test_type,test,method_name,status,PR_link,notes,file_path,patch_file,test_results,jdk,build_results,Exceptions,all_round_logs,time,if_flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,ID,com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case2Test.test1_2,test1_2,Accepted,https://github.com/alibaba/fastjson/pull/3569,,projects/e05e9c5e4be580691cc55a59f3256595393203a1/fastjson/src/test/java/com/alibaba/json/bvt/support/spring/mock/testcase/FastJsonpHttpMessageConverter4Case2Test.java,,"{0: 'test_failure', 1: 'test_failure', 2: 'pom_error', 3: 'pom_error', 4: 'pom_error', 5: 'pom_error'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD SUCCESS', 2: 'BUILD FAILURE', 3: 'BUILD FAILURE', 4: 'BUILD FAILURE', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/fastjson/e05e9c5e4be580691cc55a59f3256595393203a1/./com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case2Test.test1_2/5.patch,96.04227250814438,True
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,ID,com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case2Test.test2_2,test2_2,Accepted,https://github.com/alibaba/fastjson/pull/3569,,projects/e05e9c5e4be580691cc55a59f3256595393203a1/fastjson/src/test/java/com/alibaba/json/bvt/support/spring/mock/testcase/FastJsonpHttpMessageConverter4Case2Test.java,,"{0: 'test_failure', 1: 'pom_error', 2: 'pom_error', 3: 'pom_error', 4: 'pom_error', 5: 'pom_error'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD FAILURE', 2: 'BUILD FAILURE', 3: 'BUILD FAILURE', 4: 'BUILD FAILURE', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/fastjson/e05e9c5e4be580691cc55a59f3256595393203a1/./com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case2Test.test2_2/5.patch,82.15864503500052,True
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,ID,com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case3Test.test1_2,test1_2,Accepted,https://github.com/alibaba/fastjson/pull/3569,,projects/e05e9c5e4be580691cc55a59f3256595393203a1/fastjson/src/test/java/com/alibaba/json/bvt/support/spring/mock/testcase/FastJsonpHttpMessageConverter4Case3Test.java,,"{0: 'test_failure', 1: 'test_failure', 2: 'pom_error', 3: 'pom_error', 4: 'pom_error', 5: 'pom_error'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD SUCCESS', 2: 'BUILD FAILURE', 3: 'BUILD FAILURE', 4: 'BUILD FAILURE', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/fastjson/e05e9c5e4be580691cc55a59f3256595393203a1/./com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case3Test.test1_2/5.patch,125.43496370199136,True
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,ID,com.alibaba.json.bvt.writeClassName.WriteDuplicateType.test_dupType2,test_dupType2,Accepted,https://github.com/alibaba/fastjson/pull/2996,,projects/e05e9c5e4be580691cc55a59f3256595393203a1/fastjson/src/test/java/com/alibaba/json/bvt/writeClassName/WriteDuplicateType.java,outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/GoodPatches/fastjson/e05e9c5e4be580691cc55a59f3256595393203a1/./com.alibaba.json.bvt.writeClassName.WriteDuplicateType.test_dupType2/1.patch,"{0: 'test_failure', 1: 'test_pass'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD SUCCESS'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/fastjson/e05e9c5e4be580691cc55a59f3256595393203a1/./com.alibaba.json.bvt.writeClassName.WriteDuplicateType.test_dupType2/1.patch,24.9407802070491,True
https://github.com/alibaba/jetcache,d28019640ac3eb6ac167dd0dc582adac7656226e,jetcache-test,ID,com.alicp.jetcache.anno.filed.CreateCacheTest.test,test,Accepted,https://github.com/alibaba/jetcache/pull/446,,projects/d28019640ac3eb6ac167dd0dc582adac7656226e/jetcache/jetcache-test/src/test/java/com/alicp/jetcache/anno/filed/CreateCacheTest.java,outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/GoodPatches/jetcache/d28019640ac3eb6ac167dd0dc582adac7656226e/jetcache-test/com.alicp.jetcache.anno.filed.CreateCacheTest.test/4.patch,"{0: 'test_failure', 1: 'compilation_error', 2: 'test_failure', 3: 'compilation_error', 4: 'test_pass'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD FAILURE', 2: 'BUILD SUCCESS', 3: 'BUILD FAILURE', 4: 'BUILD SUCCESS'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/jetcache/d28019640ac3eb6ac167dd0dc582adac7656226e/jetcache-test/com.alicp.jetcache.anno.filed.CreateCacheTest.test/4.patch,63.429899465991184,True
https://github.com/alibaba/fastjson2,450d9fe5a39f9f911f06882a302a585b93a586fa,fastjson1-compatible,ID,com.alibaba.fastjson.issue_2400.Issue2447.test_for_issue2,test_for_issue2,Accepted,https://github.com/alibaba/fastjson2/pull/2026,https://github.com/alibaba/fastjson2/issues/2017,projects/450d9fe5a39f9f911f06882a302a585b93a586fa/fastjson2/fastjson1-compatible/src/test/java/com/alibaba/fastjson/issue_2400/Issue2447.java,,"{0: 'test_failure', 1: 'build_failure', 2: 'build_failure', 3: 'build_failure', 4: 'build_failure', 5: 'build_failure'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD FAILURE', 2: 'BUILD FAILURE', 3: 'BUILD FAILURE', 4: 'BUILD FAILURE', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/fastjson2/450d9fe5a39f9f911f06882a302a585b93a586fa/fastjson1-compatible/com.alibaba.fastjson.issue_2400.Issue2447.test_for_issue2/5.patch,87.73016583104618,True
https://github.com/alibaba/nacos,e77a0bbe0d39a852a52a8d81c20f3fab4f98773d,api,ID,com.alibaba.nacos.api.config.ability.ServerRemoteAbilityTest.testSerialize,testSerialize,Accepted,https://github.com/alibaba/nacos/pull/11373,,projects/e77a0bbe0d39a852a52a8d81c20f3fab4f98773d/nacos/api/src/test/java/com/alibaba/nacos/api/config/ability/ServerRemoteAbilityTest.java,outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/GoodPatches/nacos/e77a0bbe0d39a852a52a8d81c20f3fab4f98773d/api/com.alibaba.nacos.api.config.ability.ServerRemoteAbilityTest.testSerialize/1.patch,"{0: 'test_failure', 1: 'test_pass'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD SUCCESS'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/nacos/e77a0bbe0d39a852a52a8d81c20f3fab4f98773d/api/com.alibaba.nacos.api.config.ability.ServerRemoteAbilityTest.testSerialize/1.patch,21.507868068059906,True
https://github.com/apache/commons-lang,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,.,ID,org.apache.commons.lang3.builder.HashCodeBuilderTest.testReflectionHashCodeExcludeFields,testReflectionHashCodeExcludeFields,Accepted,https://github.com/apache/commons-lang/pull/480,,projects/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/commons-lang/src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,,"{0: 'test_failure', 1: 'test_failure', 2: 'test_failure', 3: 'test_failure', 4: 'test_failure', 5: 'compilation_error'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD SUCCESS', 2: 'BUILD SUCCESS', 3: 'BUILD SUCCESS', 4: 'BUILD SUCCESS', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/commons-lang/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/./org.apache.commons.lang3.builder.HashCodeBuilderTest.testReflectionHashCodeExcludeFields/5.patch,131.0658024121076,True
https://github.com/apache/commons-lang,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,.,ID,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.boolArray,boolArray,Accepted,https://github.com/apache/commons-lang/pull/481,,projects/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/commons-lang/src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,,"{0: 'test_failure', 1: 'compilation_error', 2: 'pom_error', 3: 'pom_error', 4: 'pom_error', 5: 'pom_error'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD FAILURE', 2: 'BUILD FAILURE', 3: 'BUILD FAILURE', 4: 'BUILD FAILURE', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/commons-lang/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/./org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.boolArray/5.patch,42.95631249109283,True
https://github.com/apache/commons-lang,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,.,ID,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.charArray,charArray,Accepted,https://github.com/apache/commons-lang/pull/481,,projects/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/commons-lang/src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,,"{0: 'test_failure', 1: 'test_failure', 2: 'Stitched:test_failure', 3: 'compilation_error', 4: 'Stitched:pom_error', 5: 'Stitched:pom_error'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD SUCCESS', 2: 'BUILD SUCCESS', 3: 'BUILD FAILURE', 4: 'BUILD FAILURE', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/commons-lang/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/./org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.charArray/5.patch,70.52231832710095,True
https://github.com/apache/commons-lang,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,.,ID,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.intArray,intArray,Accepted,https://github.com/apache/commons-lang/pull/481,,projects/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/commons-lang/src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,,"{0: 'test_failure', 1: 'test_failure', 2: 'pom_error', 3: 'pom_error', 4: 'pom_error', 5: 'pom_error'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD SUCCESS', 2: 'BUILD FAILURE', 3: 'BUILD FAILURE', 4: 'BUILD FAILURE', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/commons-lang/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/./org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.intArray/5.patch,61.21359428297728,True
https://github.com/apache/commons-lang,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,.,ID,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.longArray,longArray,Accepted,https://github.com/apache/commons-lang/pull/481,,projects/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/commons-lang/src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,,"{0: 'test_failure', 1: 'test_failure', 2: 'compilation_error', 3: 'Stitched:pom_error', 4: 'Stitched:pom_error', 5: 'pom_error'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD SUCCESS', 2: 'BUILD FAILURE', 3: 'BUILD FAILURE', 4: 'BUILD FAILURE', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/commons-lang/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/./org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.longArray/5.patch,60.12904802709818,True
https://github.com/apache/commons-lang,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,.,ID,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.nestedAndArray,nestedAndArray,Accepted,https://github.com/apache/commons-lang/pull/481,,projects/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/commons-lang/src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,,"{0: 'test_failure', 1: 'compilation_error', 2: 'pom_error', 3: 'pom_error', 4: 'pom_error', 5: 'pom_error'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD FAILURE', 2: 'BUILD FAILURE', 3: 'BUILD FAILURE', 4: 'BUILD FAILURE', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/commons-lang/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/./org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.nestedAndArray/5.patch,90.83274373202585,True
https://github.com/apache/commons-lang,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,.,ID,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.nestedElements,nestedElements,Accepted,https://github.com/apache/commons-lang/pull/481,,projects/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/commons-lang/src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,,"{0: 'test_failure', 1: 'compilation_error', 2: 'test_failure', 3: 'compilation_error', 4: 'pom_error', 5: 'pom_error'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD FAILURE', 2: 'BUILD SUCCESS', 3: 'BUILD FAILURE', 4: 'BUILD FAILURE', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/commons-lang/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/./org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.nestedElements/5.patch,106.29524067416787,True
https://github.com/apache/commons-lang,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,.,ID,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.simpleObject,simpleObject,Accepted,https://github.com/apache/commons-lang/pull/481,,projects/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/commons-lang/src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/GoodPatches/commons-lang/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/./org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.simpleObject/2.patch,"{0: 'test_failure', 1: 'compilation_error', 2: 'test_pass'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD FAILURE', 2: 'BUILD SUCCESS'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/commons-lang/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/./org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.simpleObject/2.patch,38.896867914823815,True
https://github.com/apache/commons-lang,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,.,ID,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.stringArray,stringArray,Accepted,https://github.com/apache/commons-lang/pull/481,,projects/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/commons-lang/src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,,"{0: 'test_failure', 1: 'test_failure', 2: 'test_failure', 3: 'test_failure', 4: 'pom_error', 5: 'pom_error'}",8,"{0: 'BUILD SUCCESS', 1: 'BUILD SUCCESS', 2: 'BUILD SUCCESS', 3: 'BUILD SUCCESS', 4: 'BUILD FAILURE', 5: 'BUILD FAILURE'}",{},outputs/ID_Results_GPT-4_projects_4a27402a71d58425733d47e7addee8937b391903/all_rounds/commons-lang/7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb/./org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.stringArray/5.patch,101.33772572595626,True
