project_name,full_test_name,source_file,augmented_source_marker,isCorrect,incorrect_type,is_mutation,mutation_iteration,model_predicted_prob,model_predicted_label_thresh0.5,rerun_consistency,prediction_time_secs,rerun_time_consume
castle-java,io.castle.client.model.CastleDeviceTest.jsonSerialized.jsonSerialized,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_original,1,NaN,False,NaN,0.999991,1,1.000000,0.035172,26.814604
Strata,com.opengamma.strata.data.MarketDataTest.test_combinedWith_noClashSame.test_combinedWith_noClashSame,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_original,1,NaN,False,NaN,0.999979,1,1.000000,0.035081,35.502808
jetcache,com.alicp.jetcache.anno.support.ConfigProvider_CacheMessagePublisher_Test.test.test,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.997444,1,1.000000,0.035085,31.022462
fastjson,com.alibaba.json.bvt.guava.ArrayListMultimapTest.test_for_multimap.test_for_multimap,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.982483,1,1.000000,0.038110,25.484430
fastjson,com.alibaba.json.bvt.issue_1100.Issue1177_2.test_for_issue.test_for_issue,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.990367,1,1.000000,0.039529,85.871465
fastjson,com.alibaba.json.bvt.issue_1400.Issue1480.test_for_issue.test_for_issue,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.990833,1,1.000000,0.039821,72.158875
fastjson,com.alibaba.json.bvt.issue_1500.Issue1584.test_for_issue.test_for_issue,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.971631,1,1.000000,0.043102,101.441165
fastjson,com.alibaba.json.bvt.writeClassName.WriteDuplicateType.test_dupType2.test_dupType2,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.985081,1,1.000000,0.042571,24.940780
incubator-shardingsphere,org.apache.shardingsphere.shardingjdbc.jdbc.core.datasource.MasterSlaveDataSourceTest.assertGetDatabaseProductName.assertGetDatabaseProductName,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.999400,1,1.000000,0.041301,31.804423
shenyu,org.apache.shenyu.admin.service.PermissionServiceTest.testGetPermissionMenu.testGetPermissionMenu,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.999975,1,1.000000,0.042911,115.260740
apollo,com.ctrip.framework.apollo.configservice.service.ReleaseMessageServiceWithCacheTest.testWhenHasReleaseMsgAndHasRepeatMsg.testWhenHasReleaseMsgAndHasRepeatMsg,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.990367,1,1.000000,0.044198,40.715794
apollo,com.ctrip.framework.apollo.internals.RemoteConfigLongPollServiceTest.testAssembleLongPollRefreshUrl.testAssembleLongPollRefreshUrl,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.986819,1,1.000000,0.043020,57.607450
apollo,com.ctrip.framework.apollo.adminservice.controller.ReleaseControllerTest.testReleaseBuild.testReleaseBuild,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.986503,1,1.000000,0.041182,126.396502
apollo,com.ctrip.framework.apollo.configservice.service.ReleaseMessageServiceWithCacheTest.testWhenReleaseMsgSizeBiggerThan500.testWhenReleaseMsgSizeBiggerThan500,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.989118,1,1.000000,0.043656,62.094354
feign,feign.mock.RequestHeadersTest.shouldPrintHeaders.shouldPrintHeaders,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.948208,1,1.000000,0.043720,17.538201
feign,feign.json.JsonEncoderTest.encodesObject.encodesObject,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.990459,1,1.000000,0.041768,35.276565
vjtools,com.vip.vjtools.vjkit.mapper.JsonMapperTest.jsonp.jsonp,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.999997,1,1.000000,0.039949,51.030856
spring-cloud-config,org.springframework.cloud.config.monitor.GiteePropertyPathNotificationExtractorTests.giteeSample.giteeSample,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.999995,1,1.000000,0.039557,19.184336
json-schema-validator,com.networknt.schema.CollectorContextTest.testCollectorContextWithKeyword.testCollectorContextWithKeyword,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.999994,1,1.000000,0.039649,36.639424
karate,com.intuit.karate.JsonUtilsTest.testBeanConversion.testBeanConversion,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.996983,1,1.000000,0.040443,29.329274
jinjava,com.hubspot.jinjava.lib.filter.ListFilterTest.itConvertsSetsToLists.itConvertsSetsToLists,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.999996,1,1.000000,0.039961,40.028518
hertzbeat,org.dromara.hertzbeat.collector.util.CollectUtilTest.replaceSmilingPlaceholder.replaceSmilingPlaceholder,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.994228,1,1.000000,0.038813,80.015703
castle-java,io.castle.client.model.CastleDeviceTest.jsonSerialized.jsonSerialized,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.999992,1,1.000000,0.039626,26.814604
Strata,com.opengamma.strata.data.MarketDataTest.test_combinedWith_noClashSame.test_combinedWith_noClashSame,flaky_doctor_131_gpt_fixed_checked_labeled_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.999983,1,1.000000,0.039617,35.502808
fastjson,com.alibaba.json.bvt.issue_1500.Issue1584.test_for_issue,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,3.000000,False,NaN,0.024643,0,0.000000,0.040848,327.012596
apollo,com.ctrip.framework.apollo.configservice.service.ReleaseMessageServiceWithCacheTest.testWhenHasReleaseMsgAndHasRepeatMsg,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,1.000000,False,NaN,0.045222,0,0.000000,0.041347,163.914249
apollo,com.ctrip.framework.apollo.internals.RemoteConfigLongPollServiceTest.testAssembleLongPollRefreshUrlWithMultipleNamespaces,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,3.000000,False,NaN,0.022105,0,0.000000,0.041346,161.433530
feign,feign.mock.RequestHeadersTest.shouldPrintHeaders,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,3.000000,False,NaN,0.999985,1,0.000000,0.040784,87.372173
vjtools,com.vip.vjtools.vjkit.mapper.JsonMapperTest.toJson,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,3.000000,False,NaN,0.997103,1,0.000000,0.040462,198.170352
fastjson,com.alibaba.json.bvt.path.JSONPath_reverse_test.test_reserve3,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,1.000000,False,NaN,0.038171,0,0.000000,0.043982,274.609945
fastjson,com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case1Test.test2_2,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,1.000000,False,NaN,0.990966,1,0.000000,0.042328,393.413880
avro,org.apache.avro.reflect.TestReflect.testAvroDoc,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,1.000000,False,NaN,0.000211,0,0.000000,0.040718,133.210809
shenyu,org.apache.shenyu.admin.service.register.ShenyuClientRegisterDivideServiceImplTest.testBuildHandle,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,1.000000,False,NaN,0.984015,1,0.000000,0.040010,352.289182
seatunnel,org.apache.seatunnel.api.configuration.util.OptionUtilTest.test,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,1.000000,False,NaN,0.987275,1,0.000000,0.042206,270.621227
botbuilder-java,com.microsoft.bot.restclient.AdditionalPropertiesSerializerTests.canSerializeAdditionalProperties,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,3.000000,False,NaN,0.000843,0,0.000000,0.041819,373.075791
apollo,com.ctrip.framework.apollo.internals.RemoteConfigLongPollServiceTest.testAssembleLongPollRefreshUrl,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,2.000000,False,NaN,0.857749,1,1.000000,0.040471,127.879131
vjtools,com.vip.vjtools.vjkit.mapper.JsonMapperTest.jsonp,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,1.000000,False,NaN,0.174295,0,1.000000,0.039707,59.392783
jinjava,com.hubspot.jinjava.lib.filter.ListFilterTest.itConvertsSetsToLists,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,0,2.000000,False,NaN,0.999971,1,1.000000,0.038659,203.033553
crane4j,cn.crane4j.core.support.SimpleCrane4jGlobalConfigurationTest.operatePropertyMappingStrategy,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_original,1,NaN,False,NaN,0.409171,0,1.000000,0.036746,91.758742
fastjson,com.alibaba.json.bvt.issue_1500.Issue1584.test_for_issue,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,3.000000,False,NaN,0.971631,1,1.000000,0.038281,327.012596
apollo,com.ctrip.framework.apollo.configservice.service.ReleaseMessageServiceWithCacheTest.testWhenHasReleaseMsgAndHasRepeatMsg,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,1.000000,False,NaN,0.991112,1,1.000000,0.039370,163.914249
apollo,com.ctrip.framework.apollo.internals.RemoteConfigLongPollServiceTest.testAssembleLongPollRefreshUrlWithMultipleNamespaces,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,3.000000,False,NaN,0.985885,1,1.000000,0.041892,161.433530
apollo,com.ctrip.framework.apollo.internals.RemoteConfigLongPollServiceTest.testAssembleLongPollRefreshUrl,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,2.000000,False,NaN,0.994424,1,1.000000,0.042192,127.879131
feign,feign.mock.RequestHeadersTest.shouldPrintHeaders,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,3.000000,False,NaN,0.922139,1,1.000000,0.041244,87.372173
vjtools,com.vip.vjtools.vjkit.mapper.JsonMapperTest.jsonp,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,1.000000,False,NaN,0.999998,1,1.000000,0.039614,59.392783
vjtools,com.vip.vjtools.vjkit.mapper.JsonMapperTest.toJson,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,3.000000,False,NaN,0.995853,1,1.000000,0.038448,198.170352
jinjava,com.hubspot.jinjava.lib.filter.ListFilterTest.itConvertsSetsToLists,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,2.000000,False,NaN,0.999982,1,1.000000,0.041059,203.033553
fastjson,com.alibaba.json.bvt.path.JSONPath_reverse_test.test_reserve3,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,1.000000,False,NaN,0.992445,1,1.000000,0.040216,274.609945
fastjson,com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case1Test.test2_2,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,1.000000,False,NaN,0.998089,1,1.000000,0.039053,393.413880
avro,org.apache.avro.reflect.TestReflect.testAvroDoc,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,1.000000,False,NaN,0.995182,1,1.000000,0.038906,133.210809
shenyu,org.apache.shenyu.admin.service.register.ShenyuClientRegisterDivideServiceImplTest.testBuildHandle,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,1.000000,False,NaN,0.999993,1,1.000000,0.039490,352.289182
seatunnel,org.apache.seatunnel.api.configuration.util.OptionUtilTest.test,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,1.000000,False,NaN,0.999681,1,1.000000,0.042905,270.621227
crane4j,cn.crane4j.core.support.SimpleCrane4jGlobalConfigurationTest.operatePropertyMappingStrategy,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,NaN,False,NaN,0.986517,1,1.000000,0.042860,91.758742
botbuilder-java,com.microsoft.bot.restclient.AdditionalPropertiesSerializerTests.canSerializeAdditionalProperties,flaky_doctor_126_magicoder_with_time.csv,flakydoctor_groundtruth_copy,1,3.000000,False,NaN,0.999958,1,1.000000,0.040726,373.075791
shenyu,ShenyuClientRegisterDivideServiceImplTest.testBuildHandle,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.997744,1,1.000000,0.040106,22.222519
shenyu,ShenyuClientRegisterDubboServiceImplTest.testBuildHandle,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999921,1,1.000000,0.041660,23.762658
shenyu,ShenyuClientRegisterGrpcServiceImplTest.testBuildHandle,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999980,1,1.000000,0.042350,20.786085
shenyu,ShenyuClientRegisterSofaServiceImplTest.testRuleHandler,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999997,1,1.000000,0.042796,2.433623
shenyu,ShenyuClientRegisterSpringCloudServiceImplTest.testBuildHandle,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999619,1,1.000000,0.041472,23.647882
shenyu,ShenyuClientRegisterTarsServiceImplTest.testBuildHandle,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.998802,1,1.000000,0.043885,21.462337
apollo,ReleaseControllerTest.testReleaseBuild,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.990100,1,1.000000,0.044345,10.429578
apollo,JpaMapFieldJsonConverterTest.convertToDatabaseColumn_twoElement,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999978,1,1.000000,0.043791,3.295135
apollo,NamespaceBranchServiceTest.testUpdateBranchGrayRulesWithUpdateOnce,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.960596,1,1.000000,0.041413,7.117911
apollo,NamespaceBranchServiceTest.testUpdateBranchGrayRulesWithUpdateTwice,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.993115,1,1.000000,0.041064,10.712082
apollo,ReleaseMessageServiceWithCacheTest.testWhenHasReleaseMsgAndHasRepeatMsg,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.991031,1,1.000000,0.043167,9.554834
apollo,ReleaseMessageServiceWithCacheTest.testWhenReleaseMsgSizeBiggerThan500,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.987987,1,1.000000,0.043129,9.298918
okta-hooks-sdk-java,ImportHooksTest.createUserTest,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999997,1,1.000000,0.042046,2.810890
okta-hooks-sdk-java,ImportHooksTest.linkUserTest,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999995,1,1.000000,0.040426,3.906711
okta-hooks-sdk-java,ImportHooksTest.passwordImportUnverifiedTest,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999997,1,1.000000,0.040446,2.874975
okta-hooks-sdk-java,ImportHooksTest.passwordImportVerifiedTest,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999997,1,1.000000,0.039918,2.931282
okta-hooks-sdk-java,TokenHooksTest.addClaim,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999992,1,1.000000,0.038777,4.151305
okta-hooks-sdk-java,TokenHooksTest.addClaims,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999980,1,1.000000,0.039305,10.131676
okta-hooks-sdk-java,TokenHooksTest.removeClaims,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999982,1,1.000000,0.041345,5.834457
okta-hooks-sdk-java,TokenHooksTest.replaceClaims,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999974,1,1.000000,0.041823,9.954258
okta-hooks-sdk-java,TokenHooksTest.tokenExpiration,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999993,1,1.000000,0.043186,4.387671
okta-hooks-sdk-java,UserRegHooksTest.allow,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999997,1,1.000000,0.042179,3.321582
okta-hooks-sdk-java,UserRegHooksTest.complexError,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999982,1,1.000000,0.040042,6.964959
okta-hooks-sdk-java,UserRegHooksTest.deny,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999997,1,1.000000,0.040381,2.663928
okta-hooks-sdk-java,UserRegHooksTest.errorWithDebugContext,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999996,1,1.000000,0.040432,2.963863
okta-hooks-sdk-java,UserRegHooksTest.updateProfile,flaky_fix_181_gpt35_labeled.csv,flakyfix_groundtruth_copy,1,NaN,False,NaN,0.999998,1,1.000000,0.039810,4.003032
shenyu,ShenyuClientRegisterDivideServiceImplTest.testBuildHandle,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.011788,0,1.000000,0.039224,22.222519
shenyu,ShenyuClientRegisterDubboServiceImplTest.testBuildHandle,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,2.000000,False,NaN,0.000020,0,1.000000,0.041521,23.762658
shenyu,ShenyuClientRegisterGrpcServiceImplTest.testBuildHandle,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,2.000000,False,NaN,0.000045,0,1.000000,0.043269,20.786085
shenyu,ShenyuClientRegisterSofaServiceImplTest.testRuleHandler,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.399274,0,1.000000,0.044782,2.433623
shenyu,ShenyuClientRegisterSpringCloudServiceImplTest.testBuildHandle,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.020647,0,1.000000,0.041959,23.647882
shenyu,ShenyuClientRegisterTarsServiceImplTest.testBuildHandle,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.021204,0,1.000000,0.043148,21.462337
apollo,ReleaseControllerTest.testReleaseBuild,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.018236,0,1.000000,0.044436,10.429578
apollo,JpaMapFieldJsonConverterTest.convertToDatabaseColumn_twoElement,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.000045,0,1.000000,0.045311,3.295135
apollo,NamespaceBranchServiceTest.testUpdateBranchGrayRulesWithUpdateOnce,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.000037,0,1.000000,0.043337,7.117911
apollo,NamespaceBranchServiceTest.testUpdateBranchGrayRulesWithUpdateTwice,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,3.000000,False,NaN,0.000021,0,1.000000,0.041160,10.712082
apollo,ReleaseMessageServiceWithCacheTest.testWhenHasReleaseMsgAndHasRepeatMsg,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.000135,0,1.000000,0.042599,9.554834
apollo,ReleaseMessageServiceWithCacheTest.testWhenReleaseMsgSizeBiggerThan500,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.000150,0,1.000000,0.043125,9.298918
okta-hooks-sdk-java,ImportHooksTest.createUserTest,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.005263,0,1.000000,0.042526,2.810890
okta-hooks-sdk-java,ImportHooksTest.linkUserTest,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.138643,0,1.000000,0.040909,3.906711
okta-hooks-sdk-java,ImportHooksTest.passwordImportUnverifiedTest,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.002058,0,1.000000,0.041299,2.874975
okta-hooks-sdk-java,ImportHooksTest.passwordImportVerifiedTest,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.001192,0,1.000000,0.040405,2.931282
okta-hooks-sdk-java,TokenHooksTest.addClaim,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.000119,0,1.000000,0.039862,4.151305
okta-hooks-sdk-java,TokenHooksTest.addClaims,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.000045,0,1.000000,0.040254,10.131676
okta-hooks-sdk-java,TokenHooksTest.removeClaims,flaky_fix_181_gpt35_labeled.csv,flakyfix_original,0,1.000000,False,NaN,0.000042,0,1.000000,0.041388,5.834457
